,ForecastId,Province_State,Country_Region,Date,geo,ConfirmedCases,Fatalities,Country_Province
773,774,,Azerbaijan,2020-05-14,Azerbaijan,1398.0,19.0,Azerbaijan
774,775,,Bahamas,2020-04-02,Bahamas,24.0,1.0,Bahamas
775,776,,Bahamas,2020-04-03,Bahamas,24.0,1.0,Bahamas
776,777,,Bahamas,2020-04-04,Bahamas,28.0,4.0,Bahamas
777,778,,Bahamas,2020-04-05,Bahamas,28.0,4.0,Bahamas
778,779,,Bahamas,2020-04-06,Bahamas,29.0,5.0,Bahamas
779,780,,Bahamas,2020-04-07,Bahamas,33.0,6.0,Bahamas
780,781,,Bahamas,2020-04-08,Bahamas,40.0,7.0,Bahamas
781,782,,Bahamas,2020-04-09,Bahamas,41.0,8.0,Bahamas
782,783,,Bahamas,2020-04-10,Bahamas,42.0,8.0,Bahamas
783,784,,Bahamas,2020-04-11,Bahamas,46.0,8.0,Bahamas
784,785,,Bahamas,2020-04-12,Bahamas,46.0,8.0,Bahamas
785,786,,Bahamas,2020-04-13,Bahamas,47.0,8.0,Bahamas
786,787,,Bahamas,2020-04-14,Bahamas,49.0,8.0,Bahamas
787,788,,Bahamas,2020-04-15,Bahamas,49.0,8.0,Bahamas
788,789,,Bahamas,2020-04-16,Bahamas,53.0,8.0,Bahamas
789,790,,Bahamas,2020-04-17,Bahamas,54.0,9.0,Bahamas
790,791,,Bahamas,2020-04-18,Bahamas,55.0,9.0,Bahamas
791,792,,Bahamas,2020-04-19,Bahamas,55.0,9.0,Bahamas
792,793,,Bahamas,2020-04-20,Bahamas,55.0,9.0,Bahamas
793,794,,Bahamas,2020-04-21,Bahamas,55.0,9.0,Bahamas
794,795,,Bahamas,2020-04-22,Bahamas,55.0,9.0,Bahamas
795,796,,Bahamas,2020-04-23,Bahamas,55.0,9.0,Bahamas
796,797,,Bahamas,2020-04-24,Bahamas,55.0,9.0,Bahamas
797,798,,Bahamas,2020-04-25,Bahamas,55.0,9.0,Bahamas
798,799,,Bahamas,2020-04-26,Bahamas,55.0,9.0,Bahamas
799,800,,Bahamas,2020-04-27,Bahamas,55.0,9.0,Bahamas
800,801,,Bahamas,2020-04-28,Bahamas,55.0,9.0,Bahamas
801,802,,Bahamas,2020-04-29,Bahamas,55.0,9.0,Bahamas
802,803,,Bahamas,2020-04-30,Bahamas,55.0,9.0,Bahamas
803,804,,Bahamas,2020-05-01,Bahamas,55.0,9.0,Bahamas
804,805,,Bahamas,2020-05-02,Bahamas,55.0,9.0,Bahamas
805,806,,Bahamas,2020-05-03,Bahamas,55.0,9.0,Bahamas
806,807,,Bahamas,2020-05-04,Bahamas,55.0,9.0,Bahamas
807,808,,Bahamas,2020-05-05,Bahamas,55.0,9.0,Bahamas
808,809,,Bahamas,2020-05-06,Bahamas,55.0,9.0,Bahamas
809,810,,Bahamas,2020-05-07,Bahamas,55.0,9.0,Bahamas
810,811,,Bahamas,2020-05-08,Bahamas,55.0,9.0,Bahamas
811,812,,Bahamas,2020-05-09,Bahamas,55.0,9.0,Bahamas
812,813,,Bahamas,2020-05-10,Bahamas,55.0,9.0,Bahamas
813,814,,Bahamas,2020-05-11,Bahamas,55.0,9.0,Bahamas
814,815,,Bahamas,2020-05-12,Bahamas,55.0,9.0,Bahamas
815,816,,Bahamas,2020-05-13,Bahamas,55.0,9.0,Bahamas
816,817,,Bahamas,2020-05-14,Bahamas,55.0,9.0,Bahamas
817,818,,Bahrain,2020-04-02,Bahrain,643.0,4.0,Bahrain
818,819,,Bahrain,2020-04-03,Bahrain,672.0,4.0,Bahrain
819,820,,Bahrain,2020-04-04,Bahrain,688.0,4.0,Bahrain
820,821,,Bahrain,2020-04-05,Bahrain,700.0,4.0,Bahrain
821,822,,Bahrain,2020-04-06,Bahrain,756.0,4.0,Bahrain
822,823,,Bahrain,2020-04-07,Bahrain,811.0,5.0,Bahrain
823,824,,Bahrain,2020-04-08,Bahrain,823.0,5.0,Bahrain
824,825,,Bahrain,2020-04-09,Bahrain,887.0,5.0,Bahrain
825,826,,Bahrain,2020-04-10,Bahrain,925.0,6.0,Bahrain
826,827,,Bahrain,2020-04-11,Bahrain,1040.0,6.0,Bahrain
827,828,,Bahrain,2020-04-12,Bahrain,1136.0,6.0,Bahrain
828,829,,Bahrain,2020-04-13,Bahrain,1361.0,6.0,Bahrain
829,830,,Bahrain,2020-04-14,Bahrain,1528.0,7.0,Bahrain
830,831,,Bahrain,2020-04-15,Bahrain,1671.0,7.0,Bahrain
831,832,,Bahrain,2020-04-16,Bahrain,1700.0,7.0,Bahrain
832,833,,Bahrain,2020-04-17,Bahrain,1740.0,7.0,Bahrain
833,834,,Bahrain,2020-04-18,Bahrain,1773.0,7.0,Bahrain
834,835,,Bahrain,2020-04-19,Bahrain,1881.0,7.0,Bahrain
835,836,,Bahrain,2020-04-20,Bahrain,1881.0,7.0,Bahrain
836,837,,Bahrain,2020-04-21,Bahrain,1881.0,7.0,Bahrain
837,838,,Bahrain,2020-04-22,Bahrain,1881.0,7.0,Bahrain
838,839,,Bahrain,2020-04-23,Bahrain,1881.0,7.0,Bahrain
839,840,,Bahrain,2020-04-24,Bahrain,1881.0,7.0,Bahrain
840,841,,Bahrain,2020-04-25,Bahrain,1881.0,7.0,Bahrain
841,842,,Bahrain,2020-04-26,Bahrain,1881.0,7.0,Bahrain
842,843,,Bahrain,2020-04-27,Bahrain,1881.0,7.0,Bahrain
843,844,,Bahrain,2020-04-28,Bahrain,1881.0,7.0,Bahrain
844,845,,Bahrain,2020-04-29,Bahrain,1881.0,7.0,Bahrain
845,846,,Bahrain,2020-04-30,Bahrain,1881.0,7.0,Bahrain
846,847,,Bahrain,2020-05-01,Bahrain,1881.0,7.0,Bahrain
847,848,,Bahrain,2020-05-02,Bahrain,1881.0,7.0,Bahrain
848,849,,Bahrain,2020-05-03,Bahrain,1881.0,7.0,Bahrain
849,850,,Bahrain,2020-05-04,Bahrain,1881.0,7.0,Bahrain
850,851,,Bahrain,2020-05-05,Bahrain,1881.0,7.0,Bahrain
851,852,,Bahrain,2020-05-06,Bahrain,1881.0,7.0,Bahrain
852,853,,Bahrain,2020-05-07,Bahrain,1881.0,7.0,Bahrain
853,854,,Bahrain,2020-05-08,Bahrain,1881.0,7.0,Bahrain
854,855,,Bahrain,2020-05-09,Bahrain,1881.0,7.0,Bahrain
855,856,,Bahrain,2020-05-10,Bahrain,1881.0,7.0,Bahrain
856,857,,Bahrain,2020-05-11,Bahrain,1881.0,7.0,Bahrain
857,858,,Bahrain,2020-05-12,Bahrain,1881.0,7.0,Bahrain
858,859,,Bahrain,2020-05-13,Bahrain,1881.0,7.0,Bahrain
859,860,,Bahrain,2020-05-14,Bahrain,1881.0,7.0,Bahrain
860,861,,Bangladesh,2020-04-02,Bangladesh,56.0,6.0,Bangladesh
861,862,,Bangladesh,2020-04-03,Bangladesh,61.0,6.0,Bangladesh
862,863,,Bangladesh,2020-04-04,Bangladesh,70.0,8.0,Bangladesh
863,864,,Bangladesh,2020-04-05,Bangladesh,88.0,9.0,Bangladesh
864,865,,Bangladesh,2020-04-06,Bangladesh,123.0,12.0,Bangladesh
865,866,,Bangladesh,2020-04-07,Bangladesh,164.0,17.0,Bangladesh
866,867,,Bangladesh,2020-04-08,Bangladesh,218.0,20.0,Bangladesh
867,868,,Bangladesh,2020-04-09,Bangladesh,330.0,21.0,Bangladesh
868,869,,Bangladesh,2020-04-10,Bangladesh,424.0,27.0,Bangladesh
869,870,,Bangladesh,2020-04-11,Bangladesh,482.0,30.0,Bangladesh
870,871,,Bangladesh,2020-04-12,Bangladesh,621.0,34.0,Bangladesh
871,872,,Bangladesh,2020-04-13,Bangladesh,803.0,39.0,Bangladesh
872,873,,Bangladesh,2020-04-14,Bangladesh,1012.0,46.0,Bangladesh
873,874,,Bangladesh,2020-04-15,Bangladesh,1231.0,50.0,Bangladesh
874,875,,Bangladesh,2020-04-16,Bangladesh,1572.0,60.0,Bangladesh
875,876,,Bangladesh,2020-04-17,Bangladesh,1838.0,75.0,Bangladesh
876,877,,Bangladesh,2020-04-18,Bangladesh,2144.0,84.0,Bangladesh
877,878,,Bangladesh,2020-04-19,Bangladesh,2456.0,91.0,Bangladesh
878,879,,Bangladesh,2020-04-20,Bangladesh,2456.0,91.0,Bangladesh
879,880,,Bangladesh,2020-04-21,Bangladesh,2456.0,91.0,Bangladesh
880,881,,Bangladesh,2020-04-22,Bangladesh,2456.0,91.0,Bangladesh
881,882,,Bangladesh,2020-04-23,Bangladesh,2456.0,91.0,Bangladesh
882,883,,Bangladesh,2020-04-24,Bangladesh,2456.0,91.0,Bangladesh
883,884,,Bangladesh,2020-04-25,Bangladesh,2456.0,91.0,Bangladesh
884,885,,Bangladesh,2020-04-26,Bangladesh,2456.0,91.0,Bangladesh
885,886,,Bangladesh,2020-04-27,Bangladesh,2456.0,91.0,Bangladesh
886,887,,Bangladesh,2020-04-28,Bangladesh,2456.0,91.0,Bangladesh
887,888,,Bangladesh,2020-04-29,Bangladesh,2456.0,91.0,Bangladesh
888,889,,Bangladesh,2020-04-30,Bangladesh,2456.0,91.0,Bangladesh
889,890,,Bangladesh,2020-05-01,Bangladesh,2456.0,91.0,Bangladesh
890,891,,Bangladesh,2020-05-02,Bangladesh,2456.0,91.0,Bangladesh
891,892,,Bangladesh,2020-05-03,Bangladesh,2456.0,91.0,Bangladesh
892,893,,Bangladesh,2020-05-04,Bangladesh,2456.0,91.0,Bangladesh
893,894,,Bangladesh,2020-05-05,Bangladesh,2456.0,91.0,Bangladesh
894,895,,Bangladesh,2020-05-06,Bangladesh,2456.0,91.0,Bangladesh
895,896,,Bangladesh,2020-05-07,Bangladesh,2456.0,91.0,Bangladesh
896,897,,Bangladesh,2020-05-08,Bangladesh,2456.0,91.0,Bangladesh
897,898,,Bangladesh,2020-05-09,Bangladesh,2456.0,91.0,Bangladesh
898,899,,Bangladesh,2020-05-10,Bangladesh,2456.0,91.0,Bangladesh
899,900,,Bangladesh,2020-05-11,Bangladesh,2456.0,91.0,Bangladesh
900,901,,Bangladesh,2020-05-12,Bangladesh,2456.0,91.0,Bangladesh
901,902,,Bangladesh,2020-05-13,Bangladesh,2456.0,91.0,Bangladesh
902,903,,Bangladesh,2020-05-14,Bangladesh,2456.0,91.0,Bangladesh
903,904,,Barbados,2020-04-02,Barbados,46.0,0.0,Barbados
904,905,,Barbados,2020-04-03,Barbados,51.0,0.0,Barbados
905,906,,Barbados,2020-04-04,Barbados,52.0,0.0,Barbados
906,907,,Barbados,2020-04-05,Barbados,56.0,1.0,Barbados
907,908,,Barbados,2020-04-06,Barbados,60.0,2.0,Barbados
908,909,,Barbados,2020-04-07,Barbados,63.0,3.0,Barbados
909,910,,Barbados,2020-04-08,Barbados,63.0,3.0,Barbados
910,911,,Barbados,2020-04-09,Barbados,66.0,3.0,Barbados
911,912,,Barbados,2020-04-10,Barbados,67.0,4.0,Barbados
912,913,,Barbados,2020-04-11,Barbados,68.0,4.0,Barbados
913,914,,Barbados,2020-04-12,Barbados,71.0,4.0,Barbados
914,915,,Barbados,2020-04-13,Barbados,72.0,4.0,Barbados
915,916,,Barbados,2020-04-14,Barbados,72.0,4.0,Barbados
916,917,,Barbados,2020-04-15,Barbados,73.0,5.0,Barbados
917,918,,Barbados,2020-04-16,Barbados,75.0,5.0,Barbados
918,919,,Barbados,2020-04-17,Barbados,75.0,5.0,Barbados
919,920,,Barbados,2020-04-18,Barbados,75.0,5.0,Barbados
920,921,,Barbados,2020-04-19,Barbados,75.0,5.0,Barbados
921,922,,Barbados,2020-04-20,Barbados,75.0,5.0,Barbados
922,923,,Barbados,2020-04-21,Barbados,75.0,5.0,Barbados
923,924,,Barbados,2020-04-22,Barbados,75.0,5.0,Barbados
924,925,,Barbados,2020-04-23,Barbados,75.0,5.0,Barbados
925,926,,Barbados,2020-04-24,Barbados,75.0,5.0,Barbados
926,927,,Barbados,2020-04-25,Barbados,75.0,5.0,Barbados
927,928,,Barbados,2020-04-26,Barbados,75.0,5.0,Barbados
928,929,,Barbados,2020-04-27,Barbados,75.0,5.0,Barbados
929,930,,Barbados,2020-04-28,Barbados,75.0,5.0,Barbados
930,931,,Barbados,2020-04-29,Barbados,75.0,5.0,Barbados
931,932,,Barbados,2020-04-30,Barbados,75.0,5.0,Barbados
932,933,,Barbados,2020-05-01,Barbados,75.0,5.0,Barbados
933,934,,Barbados,2020-05-02,Barbados,75.0,5.0,Barbados
934,935,,Barbados,2020-05-03,Barbados,75.0,5.0,Barbados
935,936,,Barbados,2020-05-04,Barbados,75.0,5.0,Barbados
936,937,,Barbados,2020-05-05,Barbados,75.0,5.0,Barbados
937,938,,Barbados,2020-05-06,Barbados,75.0,5.0,Barbados
938,939,,Barbados,2020-05-07,Barbados,75.0,5.0,Barbados
939,940,,Barbados,2020-05-08,Barbados,75.0,5.0,Barbados
940,941,,Barbados,2020-05-09,Barbados,75.0,5.0,Barbados
941,942,,Barbados,2020-05-10,Barbados,75.0,5.0,Barbados
942,943,,Barbados,2020-05-11,Barbados,75.0,5.0,Barbados
943,944,,Barbados,2020-05-12,Barbados,75.0,5.0,Barbados
944,945,,Barbados,2020-05-13,Barbados,75.0,5.0,Barbados
945,946,,Barbados,2020-05-14,Barbados,75.0,5.0,Barbados
946,947,,Belarus,2020-04-02,Belarus,304.0,4.0,Belarus
947,948,,Belarus,2020-04-03,Belarus,351.0,4.0,Belarus
948,949,,Belarus,2020-04-04,Belarus,440.0,5.0,Belarus
949,950,,Belarus,2020-04-05,Belarus,562.0,8.0,Belarus
950,951,,Belarus,2020-04-06,Belarus,700.0,13.0,Belarus
951,952,,Belarus,2020-04-07,Belarus,861.0,13.0,Belarus
952,953,,Belarus,2020-04-08,Belarus,1066.0,13.0,Belarus
953,954,,Belarus,2020-04-09,Belarus,1486.0,16.0,Belarus
954,955,,Belarus,2020-04-10,Belarus,1981.0,19.0,Belarus
955,956,,Belarus,2020-04-11,Belarus,2226.0,23.0,Belarus
956,957,,Belarus,2020-04-12,Belarus,2578.0,26.0,Belarus
957,958,,Belarus,2020-04-13,Belarus,2919.0,29.0,Belarus
958,959,,Belarus,2020-04-14,Belarus,3281.0,33.0,Belarus
959,960,,Belarus,2020-04-15,Belarus,3728.0,36.0,Belarus
960,961,,Belarus,2020-04-16,Belarus,4204.0,40.0,Belarus
961,962,,Belarus,2020-04-17,Belarus,4779.0,42.0,Belarus
962,963,,Belarus,2020-04-18,Belarus,4779.0,45.0,Belarus
963,964,,Belarus,2020-04-19,Belarus,4779.0,47.0,Belarus
964,965,,Belarus,2020-04-20,Belarus,4779.0,47.0,Belarus
965,966,,Belarus,2020-04-21,Belarus,4779.0,47.0,Belarus
966,967,,Belarus,2020-04-22,Belarus,4779.0,47.0,Belarus
967,968,,Belarus,2020-04-23,Belarus,4779.0,47.0,Belarus
968,969,,Belarus,2020-04-24,Belarus,4779.0,47.0,Belarus
969,970,,Belarus,2020-04-25,Belarus,4779.0,47.0,Belarus
970,971,,Belarus,2020-04-26,Belarus,4779.0,47.0,Belarus
971,972,,Belarus,2020-04-27,Belarus,4779.0,47.0,Belarus
972,973,,Belarus,2020-04-28,Belarus,4779.0,47.0,Belarus
973,974,,Belarus,2020-04-29,Belarus,4779.0,47.0,Belarus
974,975,,Belarus,2020-04-30,Belarus,4779.0,47.0,Belarus
975,976,,Belarus,2020-05-01,Belarus,4779.0,47.0,Belarus
976,977,,Belarus,2020-05-02,Belarus,4779.0,47.0,Belarus
977,978,,Belarus,2020-05-03,Belarus,4779.0,47.0,Belarus
978,979,,Belarus,2020-05-04,Belarus,4779.0,47.0,Belarus
979,980,,Belarus,2020-05-05,Belarus,4779.0,47.0,Belarus
980,981,,Belarus,2020-05-06,Belarus,4779.0,47.0,Belarus
981,982,,Belarus,2020-05-07,Belarus,4779.0,47.0,Belarus
982,983,,Belarus,2020-05-08,Belarus,4779.0,47.0,Belarus
983,984,,Belarus,2020-05-09,Belarus,4779.0,47.0,Belarus
984,985,,Belarus,2020-05-10,Belarus,4779.0,47.0,Belarus
985,986,,Belarus,2020-05-11,Belarus,4779.0,47.0,Belarus
986,987,,Belarus,2020-05-12,Belarus,4779.0,47.0,Belarus
987,988,,Belarus,2020-05-13,Belarus,4779.0,47.0,Belarus
988,989,,Belarus,2020-05-14,Belarus,4779.0,47.0,Belarus
989,990,,Belgium,2020-04-02,Belgium,15348.0,1011.0,Belgium
990,991,,Belgium,2020-04-03,Belgium,16770.0,1143.0,Belgium
991,992,,Belgium,2020-04-04,Belgium,18431.0,1283.0,Belgium
992,993,,Belgium,2020-04-05,Belgium,19691.0,1447.0,Belgium
993,994,,Belgium,2020-04-06,Belgium,20814.0,1632.0,Belgium
994,995,,Belgium,2020-04-07,Belgium,22194.0,2035.0,Belgium
995,996,,Belgium,2020-04-08,Belgium,23403.0,2240.0,Belgium
996,997,,Belgium,2020-04-09,Belgium,24983.0,2523.0,Belgium
997,998,,Belgium,2020-04-10,Belgium,26667.0,3019.0,Belgium
998,999,,Belgium,2020-04-11,Belgium,28018.0,3346.0,Belgium
999,1000,,Belgium,2020-04-12,Belgium,29647.0,3600.0,Belgium
1000,1001,,Belgium,2020-04-13,Belgium,30589.0,3903.0,Belgium
1001,1002,,Belgium,2020-04-14,Belgium,31119.0,4157.0,Belgium
1002,1003,,Belgium,2020-04-15,Belgium,33573.0,4440.0,Belgium
1003,1004,,Belgium,2020-04-16,Belgium,34809.0,4857.0,Belgium
1004,1005,,Belgium,2020-04-17,Belgium,36138.0,5163.0,Belgium
1005,1006,,Belgium,2020-04-18,Belgium,37183.0,5453.0,Belgium
1006,1007,,Belgium,2020-04-19,Belgium,38496.0,5683.0,Belgium
1007,1008,,Belgium,2020-04-20,Belgium,38496.0,5683.0,Belgium
1008,1009,,Belgium,2020-04-21,Belgium,38496.0,5683.0,Belgium
1009,1010,,Belgium,2020-04-22,Belgium,38496.0,5683.0,Belgium
1010,1011,,Belgium,2020-04-23,Belgium,38496.0,5683.0,Belgium
1011,1012,,Belgium,2020-04-24,Belgium,38496.0,5683.0,Belgium
1012,1013,,Belgium,2020-04-25,Belgium,38496.0,5683.0,Belgium
1013,1014,,Belgium,2020-04-26,Belgium,38496.0,5683.0,Belgium
1014,1015,,Belgium,2020-04-27,Belgium,38496.0,5683.0,Belgium
1015,1016,,Belgium,2020-04-28,Belgium,38496.0,5683.0,Belgium
1016,1017,,Belgium,2020-04-29,Belgium,38496.0,5683.0,Belgium
1017,1018,,Belgium,2020-04-30,Belgium,38496.0,5683.0,Belgium
1018,1019,,Belgium,2020-05-01,Belgium,38496.0,5683.0,Belgium
1019,1020,,Belgium,2020-05-02,Belgium,38496.0,5683.0,Belgium
1020,1021,,Belgium,2020-05-03,Belgium,38496.0,5683.0,Belgium
1021,1022,,Belgium,2020-05-04,Belgium,38496.0,5683.0,Belgium
1022,1023,,Belgium,2020-05-05,Belgium,38496.0,5683.0,Belgium
1023,1024,,Belgium,2020-05-06,Belgium,38496.0,5683.0,Belgium
1024,1025,,Belgium,2020-05-07,Belgium,38496.0,5683.0,Belgium
1025,1026,,Belgium,2020-05-08,Belgium,38496.0,5683.0,Belgium
1026,1027,,Belgium,2020-05-09,Belgium,38496.0,5683.0,Belgium
1027,1028,,Belgium,2020-05-10,Belgium,38496.0,5683.0,Belgium
1028,1029,,Belgium,2020-05-11,Belgium,38496.0,5683.0,Belgium
1029,1030,,Belgium,2020-05-12,Belgium,38496.0,5683.0,Belgium
1030,1031,,Belgium,2020-05-13,Belgium,38496.0,5683.0,Belgium
1031,1032,,Belgium,2020-05-14,Belgium,38496.0,5683.0,Belgium
1032,1033,,Belize,2020-04-02,Belize,3.0,0.0,Belize
1033,1034,,Belize,2020-04-03,Belize,4.0,0.0,Belize
1034,1035,,Belize,2020-04-04,Belize,4.0,0.0,Belize
1035,1036,,Belize,2020-04-05,Belize,5.0,0.0,Belize
1036,1037,,Belize,2020-04-06,Belize,7.0,1.0,Belize
1037,1038,,Belize,2020-04-07,Belize,7.0,1.0,Belize
1038,1039,,Belize,2020-04-08,Belize,8.0,1.0,Belize
1039,1040,,Belize,2020-04-09,Belize,9.0,1.0,Belize
1040,1041,,Belize,2020-04-10,Belize,10.0,2.0,Belize
1041,1042,,Belize,2020-04-11,Belize,13.0,2.0,Belize
1042,1043,,Belize,2020-04-12,Belize,14.0,2.0,Belize
1043,1044,,Belize,2020-04-13,Belize,18.0,2.0,Belize
1044,1045,,Belize,2020-04-14,Belize,18.0,2.0,Belize
1045,1046,,Belize,2020-04-15,Belize,18.0,2.0,Belize
1046,1047,,Belize,2020-04-16,Belize,18.0,2.0,Belize
1047,1048,,Belize,2020-04-17,Belize,18.0,2.0,Belize
1048,1049,,Belize,2020-04-18,Belize,18.0,2.0,Belize
1049,1050,,Belize,2020-04-19,Belize,18.0,2.0,Belize
1050,1051,,Belize,2020-04-20,Belize,18.0,2.0,Belize
1051,1052,,Belize,2020-04-21,Belize,18.0,2.0,Belize
1052,1053,,Belize,2020-04-22,Belize,18.0,2.0,Belize
1053,1054,,Belize,2020-04-23,Belize,18.0,2.0,Belize
1054,1055,,Belize,2020-04-24,Belize,18.0,2.0,Belize
1055,1056,,Belize,2020-04-25,Belize,18.0,2.0,Belize
1056,1057,,Belize,2020-04-26,Belize,18.0,2.0,Belize
1057,1058,,Belize,2020-04-27,Belize,18.0,2.0,Belize
1058,1059,,Belize,2020-04-28,Belize,18.0,2.0,Belize
1059,1060,,Belize,2020-04-29,Belize,18.0,2.0,Belize
1060,1061,,Belize,2020-04-30,Belize,18.0,2.0,Belize
1061,1062,,Belize,2020-05-01,Belize,18.0,2.0,Belize
1062,1063,,Belize,2020-05-02,Belize,18.0,2.0,Belize
1063,1064,,Belize,2020-05-03,Belize,18.0,2.0,Belize
1064,1065,,Belize,2020-05-04,Belize,18.0,2.0,Belize
1065,1066,,Belize,2020-05-05,Belize,18.0,2.0,Belize
1066,1067,,Belize,2020-05-06,Belize,18.0,2.0,Belize
1067,1068,,Belize,2020-05-07,Belize,18.0,2.0,Belize
1068,1069,,Belize,2020-05-08,Belize,18.0,2.0,Belize
1069,1070,,Belize,2020-05-09,Belize,18.0,2.0,Belize
1070,1071,,Belize,2020-05-10,Belize,18.0,2.0,Belize
1071,1072,,Belize,2020-05-11,Belize,18.0,2.0,Belize
1072,1073,,Belize,2020-05-12,Belize,18.0,2.0,Belize
1073,1074,,Belize,2020-05-13,Belize,18.0,2.0,Belize
1074,1075,,Belize,2020-05-14,Belize,18.0,2.0,Belize
1075,1076,,Benin,2020-04-02,Benin,13.0,0.0,Benin
1076,1077,,Benin,2020-04-03,Benin,16.0,0.0,Benin
1077,1078,,Benin,2020-04-04,Benin,16.0,0.0,Benin
1078,1079,,Benin,2020-04-05,Benin,22.0,0.0,Benin
1079,1080,,Benin,2020-04-06,Benin,26.0,1.0,Benin
1080,1081,,Benin,2020-04-07,Benin,26.0,1.0,Benin
1081,1082,,Benin,2020-04-08,Benin,26.0,1.0,Benin
1082,1083,,Benin,2020-04-09,Benin,26.0,1.0,Benin
1083,1084,,Benin,2020-04-10,Benin,35.0,1.0,Benin
1084,1085,,Benin,2020-04-11,Benin,35.0,1.0,Benin
1085,1086,,Benin,2020-04-12,Benin,35.0,1.0,Benin
1086,1087,,Benin,2020-04-13,Benin,35.0,1.0,Benin
1087,1088,,Benin,2020-04-14,Benin,35.0,1.0,Benin
1088,1089,,Benin,2020-04-15,Benin,35.0,1.0,Benin
1089,1090,,Benin,2020-04-16,Benin,35.0,1.0,Benin
1090,1091,,Benin,2020-04-17,Benin,35.0,1.0,Benin
1091,1092,,Benin,2020-04-18,Benin,35.0,1.0,Benin
1092,1093,,Benin,2020-04-19,Benin,35.0,1.0,Benin
1093,1094,,Benin,2020-04-20,Benin,35.0,1.0,Benin
1094,1095,,Benin,2020-04-21,Benin,35.0,1.0,Benin
1095,1096,,Benin,2020-04-22,Benin,35.0,1.0,Benin
1096,1097,,Benin,2020-04-23,Benin,35.0,1.0,Benin
1097,1098,,Benin,2020-04-24,Benin,35.0,1.0,Benin
1098,1099,,Benin,2020-04-25,Benin,35.0,1.0,Benin
1099,1100,,Benin,2020-04-26,Benin,35.0,1.0,Benin
1100,1101,,Benin,2020-04-27,Benin,35.0,1.0,Benin
1101,1102,,Benin,2020-04-28,Benin,35.0,1.0,Benin
1102,1103,,Benin,2020-04-29,Benin,35.0,1.0,Benin
1103,1104,,Benin,2020-04-30,Benin,35.0,1.0,Benin
1104,1105,,Benin,2020-05-01,Benin,35.0,1.0,Benin
1105,1106,,Benin,2020-05-02,Benin,35.0,1.0,Benin
1106,1107,,Benin,2020-05-03,Benin,35.0,1.0,Benin
1107,1108,,Benin,2020-05-04,Benin,35.0,1.0,Benin
1108,1109,,Benin,2020-05-05,Benin,35.0,1.0,Benin
1109,1110,,Benin,2020-05-06,Benin,35.0,1.0,Benin
1110,1111,,Benin,2020-05-07,Benin,35.0,1.0,Benin
1111,1112,,Benin,2020-05-08,Benin,35.0,1.0,Benin
1112,1113,,Benin,2020-05-09,Benin,35.0,1.0,Benin
1113,1114,,Benin,2020-05-10,Benin,35.0,1.0,Benin
1114,1115,,Benin,2020-05-11,Benin,35.0,1.0,Benin
1115,1116,,Benin,2020-05-12,Benin,35.0,1.0,Benin
1116,1117,,Benin,2020-05-13,Benin,35.0,1.0,Benin
1117,1118,,Benin,2020-05-14,Benin,35.0,1.0,Benin
1118,1119,,Bhutan,2020-04-02,Bhutan,5.0,0.0,Bhutan
1119,1120,,Bhutan,2020-04-03,Bhutan,5.0,0.0,Bhutan
1120,1121,,Bhutan,2020-04-04,Bhutan,5.0,0.0,Bhutan
1121,1122,,Bhutan,2020-04-05,Bhutan,5.0,0.0,Bhutan
1122,1123,,Bhutan,2020-04-06,Bhutan,5.0,0.0,Bhutan
1123,1124,,Bhutan,2020-04-07,Bhutan,5.0,0.0,Bhutan
1124,1125,,Bhutan,2020-04-08,Bhutan,5.0,0.0,Bhutan
1125,1126,,Bhutan,2020-04-09,Bhutan,5.0,0.0,Bhutan
1126,1127,,Bhutan,2020-04-10,Bhutan,5.0,0.0,Bhutan
1127,1128,,Bhutan,2020-04-11,Bhutan,5.0,0.0,Bhutan
1128,1129,,Bhutan,2020-04-12,Bhutan,5.0,0.0,Bhutan
1129,1130,,Bhutan,2020-04-13,Bhutan,5.0,0.0,Bhutan
1130,1131,,Bhutan,2020-04-14,Bhutan,5.0,0.0,Bhutan
1131,1132,,Bhutan,2020-04-15,Bhutan,5.0,0.0,Bhutan
1132,1133,,Bhutan,2020-04-16,Bhutan,5.0,0.0,Bhutan
1133,1134,,Bhutan,2020-04-17,Bhutan,5.0,0.0,Bhutan
1134,1135,,Bhutan,2020-04-18,Bhutan,5.0,0.0,Bhutan
1135,1136,,Bhutan,2020-04-19,Bhutan,5.0,0.0,Bhutan
1136,1137,,Bhutan,2020-04-20,Bhutan,5.0,0.0,Bhutan
1137,1138,,Bhutan,2020-04-21,Bhutan,5.0,0.0,Bhutan
1138,1139,,Bhutan,2020-04-22,Bhutan,5.0,0.0,Bhutan
1139,1140,,Bhutan,2020-04-23,Bhutan,5.0,0.0,Bhutan
1140,1141,,Bhutan,2020-04-24,Bhutan,5.0,0.0,Bhutan
1141,1142,,Bhutan,2020-04-25,Bhutan,5.0,0.0,Bhutan
1142,1143,,Bhutan,2020-04-26,Bhutan,5.0,0.0,Bhutan
1143,1144,,Bhutan,2020-04-27,Bhutan,5.0,0.0,Bhutan
1144,1145,,Bhutan,2020-04-28,Bhutan,5.0,0.0,Bhutan
1145,1146,,Bhutan,2020-04-29,Bhutan,5.0,0.0,Bhutan
1146,1147,,Bhutan,2020-04-30,Bhutan,5.0,0.0,Bhutan
