,Date,Country_Province,ConfirmedCases,Fatalities
3322,2020-04-13,"Shaanxi, China",256.0,3.0
3323,2020-04-14,"Shaanxi, China",255.0,3.0
3324,2020-04-15,"Shaanxi, China",256.0,3.0
3325,2020-04-16,"Shaanxi, China",256.0,3.0
3326,2020-04-17,"Shaanxi, China",256.0,3.0
3327,2020-04-18,"Shaanxi, China",257.0,3.0
3328,2020-04-19,"Shaanxi, China",257.0,3.0
3329,2020-04-20,"Shaanxi, China",256.0,3.0
3330,2020-04-21,"Shaanxi, China",255.0,3.0
3331,2020-04-22,"Shaanxi, China",256.0,3.0
3332,2020-04-23,"Shaanxi, China",256.0,3.0
3333,2020-04-24,"Shaanxi, China",256.0,3.0
3334,2020-04-25,"Shaanxi, China",257.0,3.0
3335,2020-04-26,"Shaanxi, China",257.0,3.0
3336,2020-04-27,"Shaanxi, China",256.0,3.0
3337,2020-04-28,"Shaanxi, China",256.0,3.0
3338,2020-04-29,"Shaanxi, China",257.0,3.0
3339,2020-04-30,"Shaanxi, China",256.0,3.0
3340,2020-05-01,"Shaanxi, China",257.0,3.0
3341,2020-05-02,"Shaanxi, China",257.0,3.0
3342,2020-05-03,"Shaanxi, China",257.0,3.0
3343,2020-05-04,"Shaanxi, China",257.0,3.0
3344,2020-05-05,"Shaanxi, China",256.0,3.0
3345,2020-05-06,"Shaanxi, China",257.0,3.0
3346,2020-05-07,"Shaanxi, China",257.0,3.0
3347,2020-05-08,"Shaanxi, China",257.0,3.0
3348,2020-05-09,"Shaanxi, China",257.0,3.0
3349,2020-05-10,"Shaanxi, China",258.0,3.0
3350,2020-05-11,"Shaanxi, China",257.0,3.0
3351,2020-05-12,"Shaanxi, China",256.0,3.0
3352,2020-05-13,"Shaanxi, China",257.0,3.0
3353,2020-05-14,"Shaanxi, China",257.0,3.0
3354,2020-04-02,"Shandong, China",771.0,7.0
3355,2020-04-03,"Shandong, China",782.0,7.0
3356,2020-04-04,"Shandong, China",777.0,7.0
3357,2020-04-05,"Shandong, China",778.0,7.0
3358,2020-04-06,"Shandong, China",781.0,7.0
3359,2020-04-07,"Shandong, China",781.0,7.0
3360,2020-04-08,"Shandong, China",782.0,7.0
3361,2020-04-09,"Shandong, China",775.0,7.0
3362,2020-04-10,"Shandong, China",787.0,7.0
3363,2020-04-11,"Shandong, China",781.0,7.0
3364,2020-04-12,"Shandong, China",783.0,7.0
3365,2020-04-13,"Shandong, China",785.0,7.0
3366,2020-04-14,"Shandong, China",785.0,7.0
3367,2020-04-15,"Shandong, China",786.0,7.0
3368,2020-04-16,"Shandong, China",780.0,7.0
3369,2020-04-17,"Shandong, China",791.0,7.0
3370,2020-04-18,"Shandong, China",786.0,7.0
3371,2020-04-19,"Shandong, China",788.0,7.0
3372,2020-04-20,"Shandong, China",790.0,7.0
3373,2020-04-21,"Shandong, China",790.0,7.0
3374,2020-04-22,"Shandong, China",791.0,7.0
3375,2020-04-23,"Shandong, China",784.0,7.0
3376,2020-04-24,"Shandong, China",796.0,7.0
3377,2020-04-25,"Shandong, China",791.0,7.0
3378,2020-04-26,"Shandong, China",792.0,7.0
3379,2020-04-27,"Shandong, China",794.0,7.0
3380,2020-04-28,"Shandong, China",795.0,7.0
3381,2020-04-29,"Shandong, China",795.0,7.0
3382,2020-04-30,"Shandong, China",789.0,7.0
3383,2020-05-01,"Shandong, China",801.0,7.0
3384,2020-05-02,"Shandong, China",795.0,7.0
3385,2020-05-03,"Shandong, China",797.0,7.0
3386,2020-05-04,"Shandong, China",799.0,7.0
3387,2020-05-05,"Shandong, China",799.0,7.0
3388,2020-05-06,"Shandong, China",800.0,7.0
3389,2020-05-07,"Shandong, China",794.0,7.0
3390,2020-05-08,"Shandong, China",805.0,7.0
3391,2020-05-09,"Shandong, China",800.0,7.0
3392,2020-05-10,"Shandong, China",801.0,7.0
3393,2020-05-11,"Shandong, China",804.0,7.0
3394,2020-05-12,"Shandong, China",804.0,7.0
3395,2020-05-13,"Shandong, China",804.0,7.0
3396,2020-05-14,"Shandong, China",798.0,7.0
3397,2020-04-02,"Shanghai, China",511.0,6.0
3398,2020-04-03,"Shanghai, China",517.0,6.0
3399,2020-04-04,"Shanghai, China",524.0,6.0
3400,2020-04-05,"Shanghai, China",534.0,6.0
3401,2020-04-06,"Shanghai, China",544.0,6.0
3402,2020-04-07,"Shanghai, China",552.0,6.0
3403,2020-04-08,"Shanghai, China",561.0,7.0
3404,2020-04-09,"Shanghai, China",565.0,7.0
3405,2020-04-10,"Shanghai, China",571.0,7.0
3406,2020-04-11,"Shanghai, China",578.0,7.0
3407,2020-04-12,"Shanghai, China",588.0,7.0
3408,2020-04-13,"Shanghai, China",598.0,7.0
3409,2020-04-14,"Shanghai, China",606.0,7.0
3410,2020-04-15,"Shanghai, China",614.0,7.0
3411,2020-04-16,"Shanghai, China",619.0,7.0
3412,2020-04-17,"Shanghai, China",625.0,7.0
3413,2020-04-18,"Shanghai, China",632.0,7.0
3414,2020-04-19,"Shanghai, China",642.0,7.0
3415,2020-04-20,"Shanghai, China",652.0,7.0
3416,2020-04-21,"Shanghai, China",660.0,7.0
3417,2020-04-22,"Shanghai, China",668.0,8.0
3418,2020-04-23,"Shanghai, China",673.0,8.0
3419,2020-04-24,"Shanghai, China",679.0,8.0
3420,2020-04-25,"Shanghai, China",686.0,8.0
3421,2020-04-26,"Shanghai, China",696.0,8.0
3422,2020-04-27,"Shanghai, China",705.0,8.0
3423,2020-04-28,"Shanghai, China",714.0,8.0
3424,2020-04-29,"Shanghai, China",722.0,8.0
3425,2020-04-30,"Shanghai, China",727.0,8.0
3426,2020-05-01,"Shanghai, China",732.0,8.0
3427,2020-05-02,"Shanghai, China",739.0,8.0
3428,2020-05-03,"Shanghai, China",750.0,8.0
3429,2020-05-04,"Shanghai, China",759.0,8.0
3430,2020-05-05,"Shanghai, China",768.0,8.0
3431,2020-05-06,"Shanghai, China",776.0,9.0
3432,2020-05-07,"Shanghai, China",780.0,9.0
3433,2020-05-08,"Shanghai, China",786.0,9.0
3434,2020-05-09,"Shanghai, China",793.0,9.0
3435,2020-05-10,"Shanghai, China",804.0,9.0
3436,2020-05-11,"Shanghai, China",813.0,9.0
3437,2020-05-12,"Shanghai, China",821.0,9.0
3438,2020-05-13,"Shanghai, China",830.0,9.0
3439,2020-05-14,"Shanghai, China",834.0,9.0
3440,2020-04-02,"Shanxi, China",136.0,0.0
3441,2020-04-03,"Shanxi, China",137.0,0.0
3442,2020-04-04,"Shanxi, China",139.0,0.0
3443,2020-04-05,"Shanxi, China",141.0,0.0
3444,2020-04-06,"Shanxi, China",146.0,0.0
3445,2020-04-07,"Shanxi, China",151.0,0.0
3446,2020-04-08,"Shanxi, China",159.0,0.0
3447,2020-04-09,"Shanxi, China",164.0,0.0
3448,2020-04-10,"Shanxi, China",165.0,0.0
3449,2020-04-11,"Shanxi, China",167.0,0.0
3450,2020-04-12,"Shanxi, China",169.0,0.0
3451,2020-04-13,"Shanxi, China",174.0,0.0
3452,2020-04-14,"Shanxi, China",179.0,0.0
3453,2020-04-15,"Shanxi, China",187.0,0.0
3454,2020-04-16,"Shanxi, China",193.0,0.0
3455,2020-04-17,"Shanxi, China",194.0,0.0
3456,2020-04-18,"Shanxi, China",195.0,0.0
3457,2020-04-19,"Shanxi, China",198.0,0.0
3458,2020-04-20,"Shanxi, China",202.0,0.0
3459,2020-04-21,"Shanxi, China",207.0,0.0
3460,2020-04-22,"Shanxi, China",216.0,0.0
3461,2020-04-23,"Shanxi, China",221.0,0.0
3462,2020-04-24,"Shanxi, China",222.0,0.0
3463,2020-04-25,"Shanxi, China",224.0,0.0
3464,2020-04-26,"Shanxi, China",226.0,0.0
3465,2020-04-27,"Shanxi, China",230.0,0.0
3466,2020-04-28,"Shanxi, China",236.0,0.0
3467,2020-04-29,"Shanxi, China",244.0,0.0
3468,2020-04-30,"Shanxi, China",249.0,0.0
3469,2020-05-01,"Shanxi, China",250.0,0.0
3470,2020-05-02,"Shanxi, China",252.0,0.0
3471,2020-05-03,"Shanxi, China",254.0,0.0
3472,2020-05-04,"Shanxi, China",259.0,0.0
3473,2020-05-05,"Shanxi, China",264.0,0.0
3474,2020-05-06,"Shanxi, China",272.0,0.0
3475,2020-05-07,"Shanxi, China",277.0,0.0
3476,2020-05-08,"Shanxi, China",278.0,0.0
3477,2020-05-09,"Shanxi, China",280.0,0.0
3478,2020-05-10,"Shanxi, China",283.0,0.0
3479,2020-05-11,"Shanxi, China",287.0,0.0
3480,2020-05-12,"Shanxi, China",292.0,0.0
3481,2020-05-13,"Shanxi, China",300.0,0.0
3482,2020-05-14,"Shanxi, China",306.0,0.0
3483,2020-04-02,"Sichuan, China",555.0,3.0
3484,2020-04-03,"Sichuan, China",556.0,3.0
3485,2020-04-04,"Sichuan, China",557.0,3.0
3486,2020-04-05,"Sichuan, China",557.0,3.0
3487,2020-04-06,"Sichuan, China",558.0,3.0
3488,2020-04-07,"Sichuan, China",558.0,3.0
3489,2020-04-08,"Sichuan, China",557.0,3.0
3490,2020-04-09,"Sichuan, China",557.0,3.0
3491,2020-04-10,"Sichuan, China",559.0,3.0
3492,2020-04-11,"Sichuan, China",560.0,3.0
3493,2020-04-12,"Sichuan, China",560.0,3.0
3494,2020-04-13,"Sichuan, China",560.0,3.0
3495,2020-04-14,"Sichuan, China",561.0,3.0
3496,2020-04-15,"Sichuan, China",559.0,3.0
3497,2020-04-16,"Sichuan, China",560.0,3.0
3498,2020-04-17,"Sichuan, China",562.0,3.0
3499,2020-04-18,"Sichuan, China",562.0,3.0
3500,2020-04-19,"Sichuan, China",562.0,3.0
3501,2020-04-20,"Sichuan, China",563.0,3.0
3502,2020-04-21,"Sichuan, China",563.0,3.0
3503,2020-04-22,"Sichuan, China",562.0,3.0
3504,2020-04-23,"Sichuan, China",562.0,3.0
3505,2020-04-24,"Sichuan, China",564.0,3.0
3506,2020-04-25,"Sichuan, China",565.0,3.0
3507,2020-04-26,"Sichuan, China",565.0,3.0
3508,2020-04-27,"Sichuan, China",566.0,3.0
3509,2020-04-28,"Sichuan, China",566.0,3.0
3510,2020-04-29,"Sichuan, China",564.0,3.0
3511,2020-04-30,"Sichuan, China",565.0,3.0
3512,2020-05-01,"Sichuan, China",567.0,3.0
3513,2020-05-02,"Sichuan, China",568.0,3.0
3514,2020-05-03,"Sichuan, China",568.0,3.0
3515,2020-05-04,"Sichuan, China",568.0,3.0
3516,2020-05-05,"Sichuan, China",568.0,3.0
3517,2020-05-06,"Sichuan, China",567.0,3.0
3518,2020-05-07,"Sichuan, China",567.0,3.0
3519,2020-05-08,"Sichuan, China",569.0,3.0
3520,2020-05-09,"Sichuan, China",570.0,3.0
3521,2020-05-10,"Sichuan, China",570.0,3.0
3522,2020-05-11,"Sichuan, China",571.0,3.0
3523,2020-05-12,"Sichuan, China",571.0,3.0
3524,2020-05-13,"Sichuan, China",570.0,3.0
3525,2020-05-14,"Sichuan, China",570.0,3.0
3526,2020-04-02,"Tianjin, China",178.0,3.0
3527,2020-04-03,"Tianjin, China",178.0,3.0
3528,2020-04-04,"Tianjin, China",179.0,3.0
3529,2020-04-05,"Tianjin, China",179.0,3.0
3530,2020-04-06,"Tianjin, China",181.0,3.0
3531,2020-04-07,"Tianjin, China",181.0,3.0
3532,2020-04-08,"Tianjin, China",181.0,3.0
3533,2020-04-09,"Tianjin, China",182.0,3.0
3534,2020-04-10,"Tianjin, China",183.0,3.0
3535,2020-04-11,"Tianjin, China",184.0,3.0
3536,2020-04-12,"Tianjin, China",184.0,3.0
3537,2020-04-13,"Tianjin, China",185.0,3.0
3538,2020-04-14,"Tianjin, China",186.0,3.0
3539,2020-04-15,"Tianjin, China",185.0,3.0
3540,2020-04-16,"Tianjin, China",187.0,3.0
3541,2020-04-17,"Tianjin, China",187.0,3.0
3542,2020-04-18,"Tianjin, China",188.0,3.0
3543,2020-04-19,"Tianjin, China",188.0,3.0
3544,2020-04-20,"Tianjin, China",190.0,3.0
3545,2020-04-21,"Tianjin, China",190.0,3.0
3546,2020-04-22,"Tianjin, China",190.0,3.0
3547,2020-04-23,"Tianjin, China",191.0,3.0
3548,2020-04-24,"Tianjin, China",192.0,3.0
3549,2020-04-25,"Tianjin, China",193.0,3.0
3550,2020-04-26,"Tianjin, China",193.0,3.0
3551,2020-04-27,"Tianjin, China",194.0,3.0
3552,2020-04-28,"Tianjin, China",195.0,3.0
3553,2020-04-29,"Tianjin, China",195.0,3.0
3554,2020-04-30,"Tianjin, China",196.0,3.0
3555,2020-05-01,"Tianjin, China",196.0,3.0
3556,2020-05-02,"Tianjin, China",197.0,3.0
3557,2020-05-03,"Tianjin, China",197.0,3.0
3558,2020-05-04,"Tianjin, China",199.0,3.0
3559,2020-05-05,"Tianjin, China",199.0,3.0
3560,2020-05-06,"Tianjin, China",199.0,3.0
3561,2020-05-07,"Tianjin, China",201.0,3.0
3562,2020-05-08,"Tianjin, China",201.0,3.0
3563,2020-05-09,"Tianjin, China",202.0,3.0
3564,2020-05-10,"Tianjin, China",202.0,3.0
3565,2020-05-11,"Tianjin, China",203.0,3.0
3566,2020-05-12,"Tianjin, China",204.0,3.0
3567,2020-05-13,"Tianjin, China",204.0,3.0
3568,2020-05-14,"Tianjin, China",205.0,3.0
3569,2020-04-02,"Tibet, China",1.0,0.0
3570,2020-04-03,"Tibet, China",1.0,0.0
3571,2020-04-04,"Tibet, China",1.0,0.0
3572,2020-04-05,"Tibet, China",1.0,0.0
3573,2020-04-06,"Tibet, China",1.0,0.0
3574,2020-04-07,"Tibet, China",1.0,0.0
3575,2020-04-08,"Tibet, China",1.0,0.0
3576,2020-04-09,"Tibet, China",1.0,0.0
3577,2020-04-10,"Tibet, China",1.0,0.0
3578,2020-04-11,"Tibet, China",1.0,0.0
3579,2020-04-12,"Tibet, China",1.0,0.0
3580,2020-04-13,"Tibet, China",1.0,0.0
3581,2020-04-14,"Tibet, China",1.0,0.0
3582,2020-04-15,"Tibet, China",1.0,0.0
3583,2020-04-16,"Tibet, China",1.0,0.0
3584,2020-04-17,"Tibet, China",1.0,0.0
3585,2020-04-18,"Tibet, China",1.0,0.0
3586,2020-04-19,"Tibet, China",1.0,0.0
3587,2020-04-20,"Tibet, China",1.0,0.0
3588,2020-04-21,"Tibet, China",1.0,0.0
3589,2020-04-22,"Tibet, China",1.0,0.0
3590,2020-04-23,"Tibet, China",1.0,0.0
3591,2020-04-24,"Tibet, China",1.0,0.0
3592,2020-04-25,"Tibet, China",1.0,0.0
3593,2020-04-26,"Tibet, China",1.0,0.0
3594,2020-04-27,"Tibet, China",1.0,0.0
3595,2020-04-28,"Tibet, China",1.0,0.0
3596,2020-04-29,"Tibet, China",1.0,0.0
3597,2020-04-30,"Tibet, China",1.0,0.0
3598,2020-05-01,"Tibet, China",1.0,0.0
3599,2020-05-02,"Tibet, China",1.0,0.0
3600,2020-05-03,"Tibet, China",1.0,0.0
3601,2020-05-04,"Tibet, China",1.0,0.0
3602,2020-05-05,"Tibet, China",1.0,0.0
3603,2020-05-06,"Tibet, China",1.0,0.0
3604,2020-05-07,"Tibet, China",1.0,0.0
3605,2020-05-08,"Tibet, China",1.0,0.0
3606,2020-05-09,"Tibet, China",1.0,0.0
3607,2020-05-10,"Tibet, China",1.0,0.0
3608,2020-05-11,"Tibet, China",1.0,0.0
3609,2020-05-12,"Tibet, China",1.0,0.0
3610,2020-05-13,"Tibet, China",1.0,0.0
3611,2020-05-14,"Tibet, China",1.0,0.0
3612,2020-04-02,"Xinjiang, China",76.0,3.0
3613,2020-04-03,"Xinjiang, China",76.0,3.0
3614,2020-04-04,"Xinjiang, China",76.0,3.0
3615,2020-04-05,"Xinjiang, China",76.0,3.0
3616,2020-04-06,"Xinjiang, China",76.0,3.0
3617,2020-04-07,"Xinjiang, China",76.0,3.0
3618,2020-04-08,"Xinjiang, China",76.0,3.0
3619,2020-04-09,"Xinjiang, China",76.0,3.0
3620,2020-04-10,"Xinjiang, China",76.0,3.0
3621,2020-04-11,"Xinjiang, China",76.0,3.0
3622,2020-04-12,"Xinjiang, China",76.0,3.0
3623,2020-04-13,"Xinjiang, China",76.0,3.0
3624,2020-04-14,"Xinjiang, China",76.0,3.0
3625,2020-04-15,"Xinjiang, China",76.0,3.0
3626,2020-04-16,"Xinjiang, China",76.0,3.0
3627,2020-04-17,"Xinjiang, China",76.0,3.0
3628,2020-04-18,"Xinjiang, China",76.0,3.0
3629,2020-04-19,"Xinjiang, China",76.0,3.0
3630,2020-04-20,"Xinjiang, China",76.0,3.0
3631,2020-04-21,"Xinjiang, China",76.0,3.0
3632,2020-04-22,"Xinjiang, China",76.0,3.0
3633,2020-04-23,"Xinjiang, China",76.0,3.0
3634,2020-04-24,"Xinjiang, China",76.0,3.0
3635,2020-04-25,"Xinjiang, China",76.0,3.0
3636,2020-04-26,"Xinjiang, China",76.0,3.0
3637,2020-04-27,"Xinjiang, China",76.0,3.0
3638,2020-04-28,"Xinjiang, China",76.0,3.0
3639,2020-04-29,"Xinjiang, China",76.0,3.0
3640,2020-04-30,"Xinjiang, China",76.0,3.0
3641,2020-05-01,"Xinjiang, China",76.0,3.0
3642,2020-05-02,"Xinjiang, China",76.0,3.0
3643,2020-05-03,"Xinjiang, China",76.0,3.0
3644,2020-05-04,"Xinjiang, China",76.0,3.0
3645,2020-05-05,"Xinjiang, China",76.0,3.0
3646,2020-05-06,"Xinjiang, China",76.0,3.0
3647,2020-05-07,"Xinjiang, China",76.0,3.0
3648,2020-05-08,"Xinjiang, China",76.0,3.0
3649,2020-05-09,"Xinjiang, China",76.0,3.0
3650,2020-05-10,"Xinjiang, China",76.0,3.0
3651,2020-05-11,"Xinjiang, China",76.0,3.0
3652,2020-05-12,"Xinjiang, China",77.0,3.0
3653,2020-05-13,"Xinjiang, China",76.0,3.0
3654,2020-05-14,"Xinjiang, China",76.0,3.0
3655,2020-04-02,"Yunnan, China",183.0,2.0
3656,2020-04-03,"Yunnan, China",184.0,2.0
3657,2020-04-04,"Yunnan, China",184.0,2.0
3658,2020-04-05,"Yunnan, China",183.0,2.0
3659,2020-04-06,"Yunnan, China",184.0,2.0
3660,2020-04-07,"Yunnan, China",184.0,2.0
3661,2020-04-08,"Yunnan, China",183.0,2.0
3662,2020-04-09,"Yunnan, China",184.0,2.0
3663,2020-04-10,"Yunnan, China",184.0,2.0
3664,2020-04-11,"Yunnan, China",184.0,2.0
3665,2020-04-12,"Yunnan, China",183.0,2.0
3666,2020-04-13,"Yunnan, China",184.0,2.0
3667,2020-04-14,"Yunnan, China",184.0,2.0
3668,2020-04-15,"Yunnan, China",184.0,2.0
3669,2020-04-16,"Yunnan, China",184.0,2.0
3670,2020-04-17,"Yunnan, China",185.0,2.0
3671,2020-04-18,"Yunnan, China",185.0,2.0
3672,2020-04-19,"Yunnan, China",184.0,2.0
3673,2020-04-20,"Yunnan, China",184.0,2.0
3674,2020-04-21,"Yunnan, China",185.0,2.0
3675,2020-04-22,"Yunnan, China",184.0,2.0
3676,2020-04-23,"Yunnan, China",185.0,2.0
3677,2020-04-24,"Yunnan, China",185.0,2.0
3678,2020-04-25,"Yunnan, China",185.0,2.0
3679,2020-04-26,"Yunnan, China",184.0,2.0
3680,2020-04-27,"Yunnan, China",185.0,2.0
3681,2020-04-28,"Yunnan, China",185.0,2.0
3682,2020-04-29,"Yunnan, China",184.0,2.0
3683,2020-04-30,"Yunnan, China",185.0,2.0
3684,2020-05-01,"Yunnan, China",185.0,2.0
3685,2020-05-02,"Yunnan, China",185.0,2.0
3686,2020-05-03,"Yunnan, China",185.0,2.0
3687,2020-05-04,"Yunnan, China",185.0,2.0
3688,2020-05-05,"Yunnan, China",186.0,2.0
3689,2020-05-06,"Yunnan, China",185.0,2.0
3690,2020-05-07,"Yunnan, China",185.0,2.0
3691,2020-05-08,"Yunnan, China",186.0,2.0
3692,2020-05-09,"Yunnan, China",186.0,2.0
3693,2020-05-10,"Yunnan, China",185.0,2.0
3694,2020-05-11,"Yunnan, China",185.0,2.0
3695,2020-05-12,"Yunnan, China",186.0,2.0
3696,2020-05-13,"Yunnan, China",185.0,2.0
3697,2020-05-14,"Yunnan, China",186.0,2.0
3698,2020-04-02,"Zhejiang, China",1259.0,1.0
3699,2020-04-03,"Zhejiang, China",1264.0,1.0
3700,2020-04-04,"Zhejiang, China",1263.0,1.0
3701,2020-04-05,"Zhejiang, China",1263.0,1.0
3702,2020-04-06,"Zhejiang, China",1261.0,1.0
3703,2020-04-07,"Zhejiang, China",1265.0,1.0
3704,2020-04-08,"Zhejiang, China",1262.0,1.0
3705,2020-04-09,"Zhejiang, China",1263.0,1.0
3706,2020-04-10,"Zhejiang, China",1267.0,1.0
3707,2020-04-11,"Zhejiang, China",1267.0,1.0
3708,2020-04-12,"Zhejiang, China",1267.0,1.0
3709,2020-04-13,"Zhejiang, China",1264.0,1.0
3710,2020-04-14,"Zhejiang, China",1268.0,1.0
3711,2020-04-15,"Zhejiang, China",1266.0,1.0
3712,2020-04-16,"Zhejiang, China",1266.0,1.0
3713,2020-04-17,"Zhejiang, China",1271.0,1.0
3714,2020-04-18,"Zhejiang, China",1270.0,1.0
3715,2020-04-19,"Zhejiang, China",1270.0,1.0
3716,2020-04-20,"Zhejiang, China",1268.0,1.0
3717,2020-04-21,"Zhejiang, China",1272.0,1.0
3718,2020-04-22,"Zhejiang, China",1270.0,1.0
3719,2020-04-23,"Zhejiang, China",1270.0,1.0
3720,2020-04-24,"Zhejiang, China",1275.0,1.0
3721,2020-04-25,"Zhejiang, China",1274.0,1.0
3722,2020-04-26,"Zhejiang, China",1274.0,1.0
3723,2020-04-27,"Zhejiang, China",1272.0,1.0
3724,2020-04-28,"Zhejiang, China",1275.0,1.0
3725,2020-04-29,"Zhejiang, China",1273.0,1.0
3726,2020-04-30,"Zhejiang, China",1274.0,1.0
3727,2020-05-01,"Zhejiang, China",1278.0,1.0
3728,2020-05-02,"Zhejiang, China",1278.0,1.0
3729,2020-05-03,"Zhejiang, China",1278.0,1.0
3730,2020-05-04,"Zhejiang, China",1275.0,1.0
3731,2020-05-05,"Zhejiang, China",1279.0,1.0
3732,2020-05-06,"Zhejiang, China",1277.0,1.0
3733,2020-05-07,"Zhejiang, China",1277.0,1.0
3734,2020-05-08,"Zhejiang, China",1282.0,1.0
3735,2020-05-09,"Zhejiang, China",1281.0,1.0
3736,2020-05-10,"Zhejiang, China",1281.0,1.0
3737,2020-05-11,"Zhejiang, China",1279.0,1.0
3738,2020-05-12,"Zhejiang, China",1283.0,1.0
3739,2020-05-13,"Zhejiang, China",1280.0,1.0
3740,2020-05-14,"Zhejiang, China",1281.0,1.0
3741,2020-04-02,Colombia,1136.0,14.0
3742,2020-04-03,Colombia,1292.0,23.0
3743,2020-04-04,Colombia,1440.0,32.0
3744,2020-04-05,Colombia,1592.0,42.0
3745,2020-04-06,Colombia,1727.0,50.0
3746,2020-04-07,Colombia,1885.0,60.0
3747,2020-04-08,Colombia,2062.0,68.0
3748,2020-04-09,Colombia,2211.0,77.0
3749,2020-04-10,Colombia,2368.0,86.0
3750,2020-04-11,Colombia,2516.0,95.0
3751,2020-04-12,Colombia,2667.0,105.0
3752,2020-04-13,Colombia,2803.0,113.0
3753,2020-04-14,Colombia,2960.0,123.0
3754,2020-04-15,Colombia,3138.0,131.0
3755,2020-04-16,Colombia,3287.0,141.0
3756,2020-04-17,Colombia,3443.0,150.0
3757,2020-04-18,Colombia,3591.0,158.0
3758,2020-04-19,Colombia,3743.0,169.0
3759,2020-04-20,Colombia,3878.0,177.0
3760,2020-04-21,Colombia,4036.0,186.0
3761,2020-04-22,Colombia,4213.0,195.0
3762,2020-04-23,Colombia,4362.0,204.0
3763,2020-04-24,Colombia,4519.0,213.0
3764,2020-04-25,Colombia,4667.0,222.0
3765,2020-04-26,Colombia,4818.0,232.0
3766,2020-04-27,Colombia,4953.0,240.0
3767,2020-04-28,Colombia,5111.0,250.0
3768,2020-04-29,Colombia,5289.0,258.0
3769,2020-04-30,Colombia,5437.0,268.0
3770,2020-05-01,Colombia,5594.0,276.0
3771,2020-05-02,Colombia,5742.0,285.0
3772,2020-05-03,Colombia,5893.0,295.0
3773,2020-05-04,Colombia,6029.0,304.0
3774,2020-05-05,Colombia,6187.0,313.0
3775,2020-05-06,Colombia,6364.0,322.0
3776,2020-05-07,Colombia,6513.0,331.0
3777,2020-05-08,Colombia,6670.0,340.0
3778,2020-05-09,Colombia,6818.0,349.0
3779,2020-05-10,Colombia,6969.0,359.0
3780,2020-05-11,Colombia,7104.0,367.0
3781,2020-05-12,Colombia,7262.0,377.0
3782,2020-05-13,Colombia,7440.0,385.0
3783,2020-05-14,Colombia,7588.0,394.0
3784,2020-04-02,Congo (Brazzaville),16.0,2.0
3785,2020-04-03,Congo (Brazzaville),22.0,3.0
3786,2020-04-04,Congo (Brazzaville),26.0,3.0
3787,2020-04-05,Congo (Brazzaville),33.0,3.0
3788,2020-04-06,Congo (Brazzaville),38.0,4.0
3789,2020-04-07,Congo (Brazzaville),44.0,4.0
3790,2020-04-08,Congo (Brazzaville),56.0,4.0
3791,2020-04-09,Congo (Brazzaville),64.0,4.0
3792,2020-04-10,Congo (Brazzaville),70.0,4.0
3793,2020-04-11,Congo (Brazzaville),74.0,5.0
3794,2020-04-12,Congo (Brazzaville),81.0,5.0
3795,2020-04-13,Congo (Brazzaville),86.0,5.0
3796,2020-04-14,Congo (Brazzaville),92.0,5.0
3797,2020-04-15,Congo (Brazzaville),105.0,5.0
3798,2020-04-16,Congo (Brazzaville),112.0,6.0
3799,2020-04-17,Congo (Brazzaville),118.0,6.0
3800,2020-04-18,Congo (Brazzaville),123.0,6.0
3801,2020-04-19,Congo (Brazzaville),129.0,7.0
3802,2020-04-20,Congo (Brazzaville),134.0,7.0
3803,2020-04-21,Congo (Brazzaville),140.0,7.0
3804,2020-04-22,Congo (Brazzaville),153.0,7.0
3805,2020-04-23,Congo (Brazzaville),161.0,7.0
3806,2020-04-24,Congo (Brazzaville),167.0,8.0
3807,2020-04-25,Congo (Brazzaville),171.0,8.0
3808,2020-04-26,Congo (Brazzaville),178.0,8.0
3809,2020-04-27,Congo (Brazzaville),183.0,9.0
3810,2020-04-28,Congo (Brazzaville),189.0,9.0
3811,2020-04-29,Congo (Brazzaville),201.0,9.0
3812,2020-04-30,Congo (Brazzaville),209.0,9.0
3813,2020-05-01,Congo (Brazzaville),215.0,9.0
3814,2020-05-02,Congo (Brazzaville),219.0,10.0
3815,2020-05-03,Congo (Brazzaville),226.0,10.0
3816,2020-05-04,Congo (Brazzaville),231.0,10.0
3817,2020-05-05,Congo (Brazzaville),237.0,10.0
3818,2020-05-06,Congo (Brazzaville),249.0,11.0
3819,2020-05-07,Congo (Brazzaville),257.0,11.0
3820,2020-05-08,Congo (Brazzaville),263.0,11.0
3821,2020-05-09,Congo (Brazzaville),267.0,11.0
3822,2020-05-10,Congo (Brazzaville),274.0,12.0
3823,2020-05-11,Congo (Brazzaville),279.0,12.0
3824,2020-05-12,Congo (Brazzaville),285.0,12.0
3825,2020-05-13,Congo (Brazzaville),298.0,12.0
3826,2020-05-14,Congo (Brazzaville),306.0,13.0
3827,2020-04-02,Congo (Kinshasa),121.0,13.0
3828,2020-04-03,Congo (Kinshasa),135.0,14.0
3829,2020-04-04,Congo (Kinshasa),150.0,16.0
3830,2020-04-05,Congo (Kinshasa),160.0,16.0
3831,2020-04-06,Congo (Kinshasa),166.0,16.0
3832,2020-04-07,Congo (Kinshasa),174.0,16.0
3833,2020-04-08,Congo (Kinshasa),183.0,17.0
3834,2020-04-09,Congo (Kinshasa),196.0,18.0
3835,2020-04-10,Congo (Kinshasa),210.0,19.0
3836,2020-04-11,Congo (Kinshasa),225.0,21.0
